"51854;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"51855;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"51856;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"51857;FAILURE OF MOTOR GROUND;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF MOTOR GROUND;SCF-PP"
"51858;BRUSH LANDING;CONTACT FREAK WITH TRACK | LANDING BRUSCO;ARC"
"51860;LANDING IN PLACE NOT PROVIDED;OTHER | LANDING IN PLACE NOT PROVIDED;OTHR"
"51861;OTHERS;OTHERS;OTHR"
"51863;COLLISION WITH AIRCRAFT ON GROUND;COLLISION IN SOIL | COLLISION WITH AIRCRAFT ON GROUND;GCOL"
"51864;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"51867;SMOKE IN THE CABIN;FIRE / SMOKE (SEM IMPACT) | SMOKE IN THE CABIN;F-NI"
"51868;OTHERS;OTHERS;OTHR"
"51869;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"51870;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"51872;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"51873;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"51874;OTHERS;OTHERS;OTHR"
"51877;LANDING IN PLACE NOT PROVIDED;OTHER | LANDING IN PLACE NOT PROVIDED;OTHR"
"51878;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"51880;WITH TO SCREEN / WINDOW / DOOR;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH TO SCREEN / WINDOW / DOOR;SCF-NP"
"51881;CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHER | CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHR"
"51882;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"51883;COLLISION WITH AIRCRAFT ON GROUND;COLLISION IN SOIL | COLLISION WITH AIRCRAFT ON GROUND;GCOL"
"51884;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"51885;COMPONENT OF LOSS IN SOIL;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | COMPONENT OF LOSS IN SOIL;SCF-NP"
"51886;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"51887;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"51888;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"51991;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52051;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52053;LANDING IN PLACE NOT PROVIDED;OTHER | LANDING IN PLACE NOT PROVIDED;OTHR"
"52054;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"52055;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52056;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52057;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52058;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52059;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52060;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"52061;LEAK OTHER FLUIDS;OTHER | LEAK OTHER FLUIDS;OTHR"
"52062;OTHERS;OTHERS;OTHR"
"52063;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"52064;OTHERS;OTHERS;OTHR"
"52065;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52066;OTHERS;OTHERS;OTHR"
"52067;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52068;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52069;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52070;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52071;OTHERS;OTHERS;OTHR"
"52072;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52073;OTHERS;OTHERS;OTHR"
"52231;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52240;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52241;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52242;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52243;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"52244;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52245;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52246;BLOWING REACTOR;OTHER | BLOWING REACTOR;OTHR"
"52247;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52248;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52262;INDETERMINATE;INDETERMINATE;UNK"
"52263;LANDING FLICKERLESS;CONTACT FREAK WITH TRACK | LANDING FLICKERLESS;ARC"
"52264;LANDING FLICKERLESS;CONTACT FREAK WITH TRACK | LANDING FLICKERLESS;ARC"
"52265;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52271;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"52273;WITH HELIX;FAILURE OR IMPROPER ENGINE OPERATION | WITH HELIX;SCF-PP"
"52274;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52275;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52276;INDETERMINATE;INDETERMINATE;UNK"
"52277;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52278;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52279;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"52280;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52281;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52282;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52283;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52284;CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHER | CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHR"
"52285;FIRE IN SOIL;FIRE / SMOKE (SEM IMPACT) | FIRE IN SOIL;F-NI"
"52286;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52287;F.O.D.;OTHER | F.O.D.;OTHR"
"52288;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"52289;LANDING FLICKERLESS;CONTACT FREAK WITH TRACK | LANDING FLICKERLESS;ARC"
"52290;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52291;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52292;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52293;LANDING LONG;TRACK TOUR | LANDING LONG;RE"
"52295;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52296;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52297;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"52298;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52300;CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHER | CAUSED BY WEATHER PHENOMENON IN FLIGHT;OTHR"
"52301;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52302;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52303;OTHERS;OTHERS;OTHR"
"52304;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52305;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"52306;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52307;FALSE ALARM FIRE OR OVERHEATING;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | FALSE ALARM FIRE OR OVERHEATING;SCF-NP"
"52308;OTHERS;OTHERS;OTHR"
"52309;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52310;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52311;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52312;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52313;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"52314;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52315;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"52316;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52317;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"52318;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52331;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52332;SMOKE IN THE CABIN;FIRE / SMOKE (SEM IMPACT) | SMOKE IN THE CABIN;F-NI"
"52333;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52334;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52335;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52336;VEHICLE COLLISION AIRCRAFT;OTHER | VEHICLE COLLISION AIRCRAFT;OTHR"
"52337;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52338;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52340;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"52341;INDETERMINATE;INDETERMINATE;UNK"
"52342;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52343;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"52344;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52345;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"52346;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52471;TRACK TOUR;TRACK TOUR;RE"
"52471;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52531;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"52532;LOSS ON FLYING COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | LOSS ON FLYING COMPONENT;SCF-NP"
"52533;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52536;INDETERMINATE;INDETERMINATE;UNK"
"52537;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52538;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"52539;IMPACT aircraft in;SEPARATION OF LOSS / COLLISION IN FLIGHT | IMPACT aircraft in;MAC"
"52551;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52552;TRACK TOUR;TRACK TOUR;RE"
"52553;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52554;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52571;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"52572;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52591;F.O.D.;OTHER | F.O.D.;OTHR"
"52592;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52594;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52595;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52596;MANEUVER ABRUPT;MANEUVER ABRUPT;AMAN"
"52597;WITH TO SCREEN / WINDOW / DOOR;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH TO SCREEN / WINDOW / DOOR;SCF-NP"
"52598;FAILURE OF MOTOR GROUND;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF MOTOR GROUND;SCF-PP"
"52599;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52600;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52611;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52613;LOSS ON FLYING COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | LOSS ON FLYING COMPONENT;SCF-NP"
"52614;AIR TRAFFIC;SEPARATION OF LOSS / COLLISION IN FLIGHT | AIR TRAFFIC;MAC"
"52615;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52617;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52618;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52620;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52621;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"52622;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52623;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52624;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52631;COLLISION WITH OBSTACLES IN SOIL;COLLISION IN SOIL | COLLISION WITH OBSTACLES IN SOIL;GCOL"
"52632;INDETERMINATE;INDETERMINATE;UNK"
"52633;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"52634;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"52635;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52636;TRACK TOUR;TRACK TOUR;RE"
"52637;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52638;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52639;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52640;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52651;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"52652;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52653;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52654;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52671;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52672;OTHERS;OTHERS;OTHR"
"52673;INDETERMINATE;INDETERMINATE;UNK"
"52674;LANDING IN PLACE NOT PROVIDED;OTHER | LANDING IN PLACE NOT PROVIDED;OTHR"
"52675;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52676;LACK OF FUEL;FUEL | LACK OF FUEL;FUEL"
"52691;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52692;COMPONENT OF LOSS IN SOIL;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | COMPONENT OF LOSS IN SOIL;SCF-NP"
"52693;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"52694;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52695;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52696;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52697;WITH TO SCREEN / WINDOW / DOOR;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH TO SCREEN / WINDOW / DOOR;SCF-NP"
"52698;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52699;OTHERS;OTHERS;OTHR"
"52700;OTHERS;OTHERS;OTHR"
"52713;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52714;OTHERS;OTHERS;OTHR"
"52715;LOAD RELEASE;OTHER | LOAD RELEASE;OTHR"
"52716;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52717;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52718;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52719;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52720;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
"52721;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52722;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52723;OTHERS;OTHERS;OTHR"
"52724;OTHERS;OTHERS;OTHR"
"52725;OTHERS;OTHERS;OTHR"
"52726;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52727;LOSS ON FLYING COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | LOSS ON FLYING COMPONENT;SCF-NP"
"52728;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52729;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52730;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52731;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52751;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52752;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52753;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52754;VEHICLE COLLISION AIRCRAFT;OTHER | VEHICLE COLLISION AIRCRAFT;OTHR"
"52755;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52757;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52758;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52759;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52760;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52761;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52762;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT;SCF-NP"
"52763;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52764;BURST TIRE;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | BURST TIRE;SCF-NP"
"52779;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52793;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52811;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52812;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52813;BRUSH LANDING;CONTACT FREAK WITH TRACK | LANDING BRUSCO;ARC"
"52814;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52815;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52816;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52817;FAILURE OF ENGINE IN FLIGHT;FAILURE OR IMPROPER ENGINE OPERATION | FAILURE OF ENGINE IN FLIGHT;SCF-PP"
"52818;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52819;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52831;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52832;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52833;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52834;OTHERS;OTHERS;OTHR"
"52835;OTHERS;OTHERS;OTHR"
"52836;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52837;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;COLLISION WITH OBSTACLE FOR TAKEOFF AND LANDING;CTOL"
"52838;FLIGHT CONTROL IN LOSS;FLIGHT CONTROL IN LOSS;LOC-I"
"52839;LOSS OF CONTROL IN SOIL;LOSS OF CONTROL IN SOIL;LOC-G"
"52840;TRACK TOUR;TRACK TOUR;RE"
"52841;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52843;WITH LANDING TRAIN;FAILURE OR IMPROPER SYSTEM OPERATION / COMPONENT | WITH LANDING TRAIN;SCF-NP"
"52844;OTHERS;OTHERS;OTHR"
"52845;COLLISION WITH BIRD;COLLISION WITH BIRD;BIRD"
